fecha_observacion,hum_maximo,hum_media,hum_minimo,rad_maximo,rad_total,rain_total,temp_maximo,temp_media,temp_minimo,wsp_maximo,wsp_media,wsp_minimo,anio,mes,dia,dia_semana,dia_del_anyo,estacion_invierno,estacion_otono,estacion_primavera,estacion_verano
2025-08-02,100.0,98.52847,88.4,375.3,9789.6,0.0,19.5,17.946527,17.2,3.3,1.6152778,0.7,2025,8,2,5,214,False,False,False,True
2025-08-03,100.0,91.6125,72.7,899.3,20484.0,0.0,21.4,17.858334,15.9,2.2,1.2333333,0.0,2025,8,3,6,215,False,False,False,True
2025-08-04,98.5,88.232635,72.1,1098.8,33723.7,0.0,21.3,17.82361,14.9,2.6,1.0701389,0.0,2025,8,4,0,216,False,False,False,True
2025-08-05,100.0,89.155556,74.0,1032.0,45433.3,0.0,23.4,18.893055,15.8,2.3,0.95555556,0.0,2025,8,5,1,217,False,False,False,True
2025-08-06,100.0,74.00139,22.3,1024.8,43482.8,0.0,28.0,21.3625,14.1,2.5,0.97152776,0.0,2025,8,6,2,218,False,False,False,True
2025-08-07,64.0,32.827778,7.7,992.3,46815.2,0.0,33.3,25.900694,22.5,2.2,1.41875,0.0,2025,8,7,3,219,False,False,False,True
2025-08-08,80.6,39.224304,11.7,1006.4,41547.6,0.0,29.6,25.565971,22.6,2.6,1.2520833,0.1,2025,8,8,4,220,False,False,False,True
2025-08-09,81.6,46.499306,10.9,953.2,44461.1,0.0,29.9,25.952778,23.4,5.3,2.067361,0.4,2025,8,9,5,221,False,False,False,True
2025-08-10,85.5,46.990276,18.1,985.6,45071.7,0.0,36.0,27.817362,22.2,3.6,1.55625,0.0,2025,8,10,6,222,False,False,False,True
2025-08-11,98.4,49.29375,23.2,1072.2,39534.3,0.0,33.2,26.22986,18.4,1.7,0.9513889,0.0,2025,8,11,0,223,False,False,False,True
2025-08-12,98.5,53.40278,17.4,955.8,43948.5,0.0,30.5,24.197222,18.1,1.8,1.0840278,0.0,2025,8,12,1,224,False,False,False,True
2025-08-13,98.9,67.35625,25.9,975.2,44580.6,0.0,26.6,21.91736,17.8,1.9,1.1180556,0.1,2025,8,13,2,225,False,False,False,True
2025-08-14,99.9,89.89375,72.8,1015.8,37455.9,0.0,22.7,18.990973,16.9,2.2,0.91805553,0.0,2025,8,14,3,226,False,False,False,True
2025-08-15,99.6,90.843056,79.1,867.1,26260.1,0.0,21.5,18.639584,16.2,2.8,1.1958333,0.0,2025,8,15,4,227,False,False,False,True
2025-08-16,100.0,94.347916,79.2,873.6,27754.0,0.0,23.1,19.26389,17.2,1.9,0.66875,0.0,2025,8,16,5,228,False,False,False,True
2025-08-17,100.0,71.88333,27.9,919.9,39274.6,0.0,25.9,21.504862,17.5,1.9,0.81458336,0.0,2025,8,17,6,229,False,False,False,True
2025-08-18,90.6,61.127777,28.4,941.0,43281.1,0.0,26.7,22.26111,17.7,2.0,1.16875,0.2,2025,8,18,0,230,False,False,False,True
2025-08-19,97.3,88.477776,62.0,952.2,40591.8,0.0,23.5,19.57639,16.8,2.3,1.0958333,0.0,2025,8,19,1,231,False,False,False,True
2025-08-20,96.9,89.53333,73.8,1129.8,28450.5,0.0,22.5,18.817362,17.3,2.8,1.25,0.1,2025,8,20,2,232,False,False,False,True
2025-08-21,97.3,87.45764,65.3,988.0,39170.6,0.0,22.6,19.254862,16.3,2.6,1.1111112,0.0,2025,8,21,3,233,False,False,False,True
2025-08-22,98.6,76.40764,32.8,928.9,41135.4,0.0,25.4,20.529861,15.9,2.0,0.97291666,0.0,2025,8,22,4,234,False,False,False,True
2025-08-23,97.9,74.12153,44.4,943.6,42770.2,0.0,25.8,20.617361,16.6,2.3,0.8,0.0,2025,8,23,5,235,False,False,False,True
2025-08-24,97.5,85.21875,49.1,960.9,44714.5,0.0,23.0,19.18125,15.9,2.5,1.1611111,0.0,2025,8,24,6,236,False,False,False,True
2025-08-25,97.9,86.66597,69.1,991.0,38467.1,0.0,22.7,19.415277,17.3,2.9,1.4555556,0.0,2025,8,25,0,237,False,False,False,True
2025-08-26,100.0,92.22708,69.7,1047.2,34494.9,7.8,22.1,19.372223,17.8,3.4,1.8430556,0.4,2025,8,26,1,238,False,False,False,True
2025-08-27,100.0,91.44028,70.4,1091.9,30689.3,1.5,23.3,19.347918,16.9,3.4,1.2513889,0.0,2025,8,27,2,239,False,False,False,True
2025-08-28,100.0,90.15833,67.9,1043.3,26933.0,1.5,21.7,18.429167,16.5,3.1,1.4152777,0.0,2025,8,28,3,240,False,False,False,True
2025-08-29,98.8,87.821526,67.8,1066.8,41426.8,0.0,23.0,18.93125,16.2,3.3,1.4916667,0.2,2025,8,29,4,241,False,False,False,True
2025-08-30,99.9,85.520836,74.6,799.5,25040.4,0.1,21.1,18.5,16.7,2.4,1.3590277,0.3,2025,8,30,5,242,False,False,False,True
2025-08-31,100.0,95.120834,80.5,683.1,19487.5,0.5,21.6,18.555555,17.2,2.6,1.3416667,0.1,2025,8,31,6,243,False,False,False,True
2025-09-01,100.0,94.175,74.3,1102.4,23939.1,5.4,20.6,17.908333,16.7,4.4,1.9402778,0.5,2025,9,1,0,244,False,True,False,False
2025-09-02,98.7,88.443054,71.2,921.7,22610.0,0.2,20.4,17.538195,16.0,3.1,1.5229167,0.1,2025,9,2,1,245,False,True,False,False
2025-09-03,99.1,87.994446,72.9,1097.3,35548.8,0.1,21.4,18.013195,15.9,2.8,1.3020834,0.1,2025,9,3,2,246,False,True,False,False
2025-09-04,99.4,91.063194,75.5,969.9,26330.4,0.1,21.8,18.49375,16.3,2.7,1.225,0.0,2025,9,4,3,247,False,True,False,False
2025-09-05,99.2,91.558334,79.5,1116.5,30419.5,0.0,21.3,18.48889,16.8,2.4,1.0222223,0.1,2025,9,5,4,248,False,True,False,False
2025-09-06,97.8,89.17778,77.1,1083.2,35558.8,0.0,21.6,18.649305,15.1,2.3,0.9076389,0.0,2025,9,6,5,249,False,True,False,False
2025-09-07,96.5,67.40903,22.1,918.5,33679.5,0.0,23.1,20.01736,14.9,1.9,1.0013889,0.2,2025,9,7,6,250,False,True,False,False
2025-09-08,97.1,79.770836,42.0,886.0,31628.1,0.0,23.7,19.90625,16.9,2.3,0.9326389,0.0,2025,9,8,0,251,False,True,False,False
2025-09-09,100.0,91.34375,76.0,513.8,15480.0,0.9,19.8,17.76875,15.8,4.2,1.6743056,0.0,2025,9,9,1,252,False,True,False,False
2025-09-10,99.6,87.727776,70.6,955.1,23236.9,1.0,20.6,17.290972,14.8,3.2,1.4993056,0.2,2025,9,10,2,253,False,True,False,False
2025-09-11,100.0,95.05625,79.3,732.6,17922.2,3.1,20.3,18.026388,16.5,2.4,1.3347223,0.3,2025,9,11,3,254,False,True,False,False
2025-09-12,100.0,95.03403,81.9,675.0,19333.8,0.8,21.4,18.403473,16.7,2.2,1.0541667,0.0,2025,9,12,4,255,False,True,False,False
2025-09-13,99.6,93.13194,82.1,1038.2,34796.3,0.0,22.9,19.26111,17.1,2.4,1.0493056,0.0,2025,9,13,5,256,False,True,False,False
2025-09-14,100.0,94.732635,84.3,698.8,22146.3,0.0,21.6,19.110416,17.7,1.8,0.89375,0.1,2025,9,14,6,257,False,True,False,False
2025-09-15,99.7,86.38333,27.4,1103.9,30421.7,0.0,25.1,19.996529,16.4,4.6,1.33125,0.0,2025,9,15,0,258,False,True,False,False
2025-09-16,44.0,29.570833,22.9,908.7,38809.3,0.0,33.3,28.340279,22.8,4.7,2.9069445,1.0,2025,9,16,1,259,False,True,False,False
2025-09-17,55.7,41.92361,31.3,825.6,33402.4,0.0,33.8,27.752777,24.7,3.9,2.2256944,0.5,2025,9,17,2,260,False,True,False,False
2025-09-18,53.6,45.29514,33.2,865.4,29788.7,0.0,32.7,27.48264,23.5,2.2,1.3041667,0.4,2025,9,18,3,261,False,True,False,False
2025-09-19,52.4,40.585415,29.0,861.4,34360.6,0.0,31.6,27.049305,23.3,2.6,1.3979167,0.0,2025,9,19,4,262,False,True,False,False
2025-09-20,54.6,43.477085,35.1,918.0,32343.6,0.0,30.1,25.722221,22.6,3.3,1.6152778,0.5,2025,9,20,5,263,False,True,False,False
2025-09-21,98.0,79.609024,46.4,823.9,23214.1,0.0,23.7,21.031944,17.7,3.0,1.51875,0.1,2025,9,21,6,264,False,True,False,False
2025-09-22,98.2,90.397224,70.9,1050.2,25112.7,0.0,21.2,18.170834,16.7,3.0,1.4847223,0.2,2025,9,22,0,265,False,True,False,False
2025-09-23,99.1,88.49722,68.0,887.3,26900.0,0.4,19.9,17.041666,14.9,3.3,1.5020833,0.2,2025,9,23,1,266,False,True,False,False
2025-09-24,100.0,90.21667,69.2,858.9,21581.5,2.7,19.8,16.355556,14.2,2.9,1.2631944,0.2,2025,9,24,2,267,False,True,False,False
2025-09-25,95.8,83.08611,60.1,1031.2,26762.6,0.3,20.8,16.836805,13.4,2.6,1.0145833,0.0,2025,9,25,3,268,False,True,False,False
2025-09-26,96.3,84.77361,68.7,943.5,39142.6,0.0,21.1,16.710417,12.9,2.4,1.2597222,0.0,2025,9,26,4,269,False,True,False,False
2025-09-27,96.9,80.847916,56.5,928.3,40206.0,0.0,22.8,17.744444,12.4,2.2,1.0513889,0.3,2025,9,27,5,270,False,True,False,False
2025-09-28,100.0,92.10486,64.0,844.5,17617.1,3.8,23.5,17.789583,14.8,2.9,1.5548611,0.1,2025,9,28,6,271,False,True,False,False
2025-09-29,100.0,92.849304,75.6,813.6,18499.9,1.8,19.6,16.713194,15.0,3.4,1.4090278,0.5,2025,9,29,0,272,False,True,False,False
2025-09-30,100.0,90.02153,75.2,761.9,18096.0,0.4,19.5,16.563194,14.3,3.5,1.4895834,0.1,2025,9,30,1,273,False,True,False,False
2025-10-01,96.4,83.245834,65.0,981.1,25567.9,0.0,21.9,17.36875,13.6,3.0,1.2965277,0.0,2025,10,1,2,274,False,True,False,False
2025-10-02,98.2,84.62361,66.4,981.6,26480.0,0.0,22.5,17.825,13.9,3.6,1.4965278,0.1,2025,10,2,3,275,False,True,False,False
2025-10-03,94.7,80.986115,65.5,872.1,36340.2,0.0,24.4,18.977083,14.4,1.8,1.0826389,0.1,2025,10,3,4,276,False,True,False,False
2025-10-04,97.0,78.463196,38.5,863.0,36163.8,0.0,24.5,19.254862,15.2,2.3,1.0125,0.1,2025,10,4,5,277,False,True,False,False
2025-10-05,99.8,88.66319,70.9,880.3,33205.9,0.0,20.8,17.6,15.5,2.5,1.0770833,0.1,2025,10,5,6,278,False,True,False,False
2025-10-06,98.2,86.902084,72.0,1005.7,29797.4,0.0,21.6,17.772917,15.5,2.9,1.2118056,0.0,2025,10,6,0,279,False,True,False,False
2025-10-07,98.1,90.20208,77.0,864.6,21192.5,0.0,20.3,17.493055,16.1,2.8,1.3354167,0.1,2025,10,7,1,280,False,True,False,False
2025-10-08,98.9,88.23889,71.5,865.7,35246.6,0.0,22.7,18.497223,14.7,2.1,0.9465278,0.2,2025,10,8,2,281,False,True,False,False
2025-10-09,99.1,87.57917,68.7,863.8,35449.1,0.0,23.6,17.64236,13.4,2.5,1.0701389,0.0,2025,10,9,3,282,False,True,False,False
2025-10-10,97.0,84.225,69.7,925.7,27379.8,0.0,20.4,17.261806,15.4,3.3,1.4256945,0.0,2025,10,10,4,283,False,True,False,False
2025-10-11,98.8,82.85555,64.3,880.2,19276.7,0.0,20.2,17.05625,15.2,3.2,1.4965278,0.1,2025,10,11,5,284,False,True,False,False
2025-10-12,100.0,92.00694,69.4,895.4,19091.9,0.0,19.9,17.000694,14.9,2.4,1.0569445,0.1,2025,10,12,6,285,False,True,False,False
2025-10-13,99.7,87.522224,65.2,839.4,17926.7,0.0,21.0,17.070833,13.9,2.5,1.0215278,0.1,2025,10,13,0,286,False,True,False,False
2025-10-14,95.2,77.85555,53.0,896.4,31994.1,0.0,22.3,16.991667,12.8,2.4,1.2694445,0.5,2025,10,14,1,287,False,True,False,False
2025-10-15,95.8,80.575,63.3,818.5,19267.7,0.1,21.2,16.899305,13.5,1.7,0.9298611,0.1,2025,10,15,2,288,False,True,False,False
2025-10-16,94.3,79.58125,50.3,790.8,23549.8,0.0,23.4,18.175694,14.5,1.9,1.0006944,0.1,2025,10,16,3,289,False,True,False,False
2025-10-17,100.0,87.666664,66.2,866.7,20143.5,0.2,23.4,20.13125,17.3,3.2,1.3819444,0.2,2025,10,17,4,290,False,True,False,False
2025-10-18,100.0,99.81111,95.9,352.8,9474.2,10.0,20.3,18.975,18.0,1.7,0.7895833,0.0,2025,10,18,5,291,False,True,False,False
2025-10-19,100.0,93.52014,77.2,957.0,23909.6,0.1,21.3,17.83264,14.6,2.1,0.9131944,0.0,2025,10,19,6,292,False,True,False,False
2025-10-20,100.0,97.202774,85.4,702.3,17137.1,0.6,21.0,18.118055,15.9,1.9,0.6958333,0.0,2025,10,20,0,293,False,True,False,False
2025-10-21,100.0,92.8,77.8,779.6,23974.5,0.5,22.4,18.91875,16.7,2.1,0.81875,0.0,2025,10,21,1,294,False,True,False,False
2025-10-22,98.5,86.010414,67.4,840.4,33042.0,0.0,23.7,19.411806,16.9,4.6,2.004861,0.0,2025,10,22,2,295,False,True,False,False
2025-10-23,100.0,94.02639,81.7,475.8,11238.9,0.1,20.6,18.186111,17.0,2.3,0.8833333,0.0,2025,10,23,3,296,False,True,False,False
2025-10-24,100.0,92.17083,66.2,1011.7,20917.7,1.7,22.6,18.038889,15.7,2.2,0.9048611,0.0,2025,10,24,4,297,False,True,False,False
2025-10-25,99.3,86.57014,66.5,802.9,27319.5,0.0,22.0,18.039583,14.9,1.8,1.0888889,0.0,2025,10,25,5,298,False,True,False,False
2025-10-26,98.7,79.754166,61.9,934.7,28160.5,0.0,25.5,19.125,15.8,2.1,1.0791667,0.0,2025,10,26,6,299,False,True,False,False
2025-10-27,96.0,76.708336,61.9,781.1,24205.4,0.0,24.6,19.678473,15.7,1.9,0.9375,0.0,2025,10,27,0,300,False,True,False,False
2025-10-28,96.5,87.102776,68.7,793.8,24087.1,0.0,22.1,18.61875,15.9,4.8,2.2048612,0.6,2025,10,28,1,301,False,True,False,False
2025-10-29,100.0,88.224304,75.3,665.5,17742.4,0.2,20.1,17.502083,15.5,3.8,2.0,0.4,2025,10,29,2,302,False,True,False,False
2025-10-30,98.9,90.291664,70.0,716.3,12009.2,0.3,20.7,16.618055,14.3,1.9,0.9673611,0.0,2025,10,30,3,303,False,True,False,False
2025-10-31,94.4,85.66111,66.7,536.8,13884.5,0.0,21.2,16.377083,13.3,1.8,1.1423612,0.1,2025,10,31,4,304,False,True,False,False
2025-11-01,89.2,76.175,45.1,781.9,28181.0,0.0,23.4,18.11389,14.0,2.5,1.3055556,0.1,2025,11,1,5,305,False,True,False,False
2025-11-02,48.5,32.609028,20.3,742.9,28506.4,0.0,31.0,24.195833,17.5,3.1,1.4444444,0.0,2025,11,2,6,306,False,True,False,False
2025-11-03,43.0,26.859722,17.7,752.3,24482.3,0.0,31.9,25.92014,20.8,2.3,1.5291667,0.0,2025,11,3,0,307,False,True,False,False
2025-11-04,71.3,31.95486,16.2,739.1,28483.0,0.0,32.8,24.539583,19.9,2.5,1.5763888,0.1,2025,11,4,1,308,False,True,False,False
2025-11-05,98.6,75.510414,27.9,747.3,21538.2,0.0,23.1,19.833334,16.5,2.5,1.2173611,0.0,2025,11,5,2,309,False,True,False,False
2025-11-06,100.0,92.89375,76.8,382.3,10351.8,0.2,18.8,16.836111,14.9,3.5,1.2923611,0.1,2025,11,6,3,310,False,True,False,False
2025-11-07,95.4,87.556946,71.3,900.1,21223.8,0.0,19.0,16.115973,14.3,2.8,1.1430556,0.1,2025,11,7,4,311,False,True,False,False
2025-11-08,100.0,92.98194,75.4,753.2,13840.8,6.5,19.6,16.597918,13.5,2.3,1.0680555,0.0,2025,11,8,5,312,False,True,False,False
2025-11-09,100.0,95.81528,81.4,605.5,12435.8,9.7,19.3,16.515972,14.4,2.6,1.1201389,0.2,2025,11,9,6,313,False,True,False,False
2025-11-10,99.9,92.94097,84.9,371.2,9185.5,0.4,18.0,15.684722,14.1,2.2,0.80972224,0.0,2025,11,10,0,314,False,True,False,False
2025-11-11,93.8,80.697914,57.3,635.5,17035.7,0.0,20.0,15.866667,12.4,1.6,0.92569447,0.0,2025,11,11,1,315,False,True,False,False
2025-11-12,100.0,79.22361,55.4,700.0,20159.5,15.7,21.5,17.013195,12.5,3.1,1.7347223,0.4,2025,11,12,2,316,False,True,False,False
2025-11-13,100.0,94.642365,69.0,274.0,5395.1,73.1,17.9,15.284028,13.6,5.5,2.7590277,1.1,2025,11,13,3,317,False,True,False,False
2025-11-14,95.6,81.19097,56.2,754.8,23528.4,0.0,18.9,15.232639,12.1,2.5,1.3701389,0.6,2025,11,14,4,318,False,True,False,False
2025-11-15,96.1,79.31597,56.0,713.0,24080.7,0.0,19.2,15.390972,11.9,2.2,1.5222223,0.1,2025,11,15,5,319,False,True,False,False
2025-11-16,100.0,92.428474,83.4,371.7,8275.1,0.8,18.1,15.859028,14.4,2.6,1.2694445,0.4,2025,11,16,6,320,False,True,False,False
2025-11-17,100.0,91.16875,74.4,584.9,13338.2,4.9,17.6,15.2409725,13.5,2.6,1.2388889,0.3,2025,11,17,0,321,False,True,False,False
2025-11-18,100.0,96.33611,85.8,507.2,10475.8,7.7,16.7,14.411111,13.2,2.9,1.2375,0.1,2025,11,18,1,322,False,True,False,False
2025-11-19,99.0,92.40625,74.0,743.8,12034.5,0.6,16.7,14.117361,12.4,2.4,1.0736111,0.0,2025,11,19,2,323,False,True,False,False
2025-11-20,92.8,83.85069,63.5,710.3,16378.2,0.0,17.7,14.044444,11.3,2.7,1.5305556,0.8,2025,11,20,3,324,False,True,False,False
2025-11-21,99.5,88.66944,75.0,292.5,8258.4,5.5,16.0,14.0534725,12.4,2.4,1.3722222,0.3,2025,11,21,4,325,False,True,False,False
2025-11-22,99.9,90.423615,74.0,496.2,10333.1,4.1,17.4,14.128472,11.5,3.6,1.6777778,0.4,2025,11,22,5,326,False,True,False,False
2025-11-23,93.6,63.40486,32.7,682.3,24935.2,0.0,24.4,18.531944,14.3,4.1,2.1541667,0.2,2025,11,23,6,327,False,True,False,False
2025-11-24,66.7,48.37847,35.6,660.3,22560.7,0.0,24.9,20.74375,16.3,2.4,1.1756945,0.2,2025,11,24,0,328,False,True,False,False
2025-11-25,98.0,74.458336,54.6,637.2,21082.6,0.0,21.0,17.088888,13.4,2.0,1.0666667,0.0,2025,11,25,1,329,False,True,False,False
2025-11-26,100.0,91.219444,71.5,698.5,16585.9,6.1,18.0,14.645139,12.2,1.9,0.77847224,0.0,2025,11,26,2,330,False,True,False,False
2025-11-27,99.0,88.60833,72.2,603.4,9386.2,0.1,16.5,14.104167,12.6,2.8,1.2840278,0.1,2025,11,27,3,331,False,True,False,False
2025-11-28,96.3,90.69375,79.5,586.7,12544.8,0.0,16.8,14.0534725,11.9,3.1,1.3541666,0.1,2025,11,28,4,332,False,True,False,False
2025-11-29,98.3,91.78472,80.6,610.7,14072.3,0.0,16.5,14.088195,11.9,3.4,1.2840278,0.1,2025,11,29,5,333,False,True,False,False
2025-11-30,100.0,92.06528,78.5,606.0,14545.9,5.2,16.6,13.777778,11.1,2.5,1.3069445,0.2,2025,11,30,6,334,False,True,False,False
2025-12-01,100.0,93.90486,80.4,553.1,13631.9,4.6,15.6,13.705556,12.1,4.1,1.6694444,0.3,2025,12,1,0,335,True,False,False,False
2025-12-02,96.2,89.35208,82.7,316.4,7472.8,0.2,15.1,13.6027775,12.2,2.1,0.89444447,0.0,2025,12,2,1,336,True,False,False,False
2025-12-03,99.2,90.474304,76.0,585.9,11883.1,2.2,15.9,13.725695,12.0,2.8,1.5388889,0.1,2025,12,3,2,337,True,False,False,False
2025-12-04,93.4,82.39445,72.2,627.8,14776.5,0.1,16.6,13.794444,12.1,3.7,2.2416666,1.1,2025,12,4,3,338,True,False,False,False
2025-12-05,92.9,85.0,74.1,629.3,16469.4,0.0,16.2,13.680555,12.1,3.4,2.0354166,0.7,2025,12,5,4,339,True,False,False,False
2025-12-06,95.3,74.0507,37.6,654.5,22004.2,0.0,18.6,15.046528,13.0,3.8,1.6180556,0.2,2025,12,6,5,340,True,False,False,False
2025-12-07,65.1,41.634724,26.9,640.6,22877.3,0.0,20.8,15.75,12.0,2.4,1.2673612,0.2,2025,12,7,6,341,True,False,False,False
2025-12-08,75.6,51.025696,30.2,640.9,23272.5,0.0,20.1,15.175,10.8,2.6,1.4118055,0.3,2025,12,8,0,342,True,False,False,False
2025-12-09,58.9,43.84722,26.9,730.8,21488.2,0.0,21.1,15.820139,11.9,2.6,1.4666667,0.0,2025,12,9,1,343,True,False,False,False
2025-12-10,99.5,70.722916,32.9,315.0,7795.6,0.9,18.1,14.260417,10.2,2.1,1.1708333,0.1,2025,12,10,2,344,True,False,False,False
2025-12-11,88.8,78.40347,49.7,797.8,18532.7,0.0,17.1,12.891666,8.2,3.1,1.5979167,0.4,2025,12,11,3,345,True,False,False,False
2025-12-12,100.0,88.2375,54.2,398.9,5668.9,25.5,14.0,12.313194,10.6,6.7,3.0215278,0.5,2025,12,12,4,346,True,False,False,False
2025-12-13,100.0,92.138885,75.8,289.0,7204.6,32.1,12.6,10.648611,7.9,7.8,4.297917,1.1,2025,12,13,5,347,True,False,False,False
2025-12-14,100.0,98.781944,94.2,468.4,7388.5,15.8,14.6,12.752778,11.2,3.4,1.89375,0.6,2025,12,14,6,348,True,False,False,False
2025-12-15,100.0,95.49861,71.6,524.9,11828.9,3.0,15.5,13.476389,11.6,2.6,1.325,0.2,2025,12,15,0,349,True,False,False,False
2025-12-16,100.0,95.0375,78.5,617.1,12941.2,12.8,15.2,13.251389,11.6,3.4,1.8104167,0.7,2025,12,16,1,350,True,False,False,False
2025-12-17,100.0,99.390976,92.4,356.1,7498.7,21.6,14.1,12.639584,11.3,3.7,1.8722222,0.6,2025,12,17,2,351,True,False,False,False
2025-12-18,100.0,99.630554,93.1,634.5,8864.8,16.0,15.0,12.889584,11.7,3.0,1.5173612,0.7,2025,12,18,3,352,True,False,False,False
2025-12-19,100.0,92.07014,74.9,498.3,13774.9,3.2,15.8,13.275,11.4,3.3,1.1993055,0.1,2025,12,19,4,353,True,False,False,False
2025-12-20,100.0,91.3,75.4,564.4,10741.1,3.3,14.3,12.138889,10.9,3.1,1.3666667,0.2,2025,12,20,5,354,True,False,False,False
2025-12-21,100.0,91.02292,70.5,636.3,20283.2,5.9,14.6,11.980556,10.4,2.8,1.6819445,0.6,2025,12,21,6,355,True,False,False,False
2025-12-22,100.0,97.60208,91.4,653.3,9460.8,8.8,14.1,12.172916,11.1,3.2,1.4423611,0.1,2025,12,22,0,356,True,False,False,False
2025-12-23,99.1,87.20903,73.6,547.9,15022.6,0.1,14.9,11.98125,8.9,2.8,1.53125,0.3,2025,12,23,1,357,True,False,False,False
2025-12-24,100.0,87.72222,68.1,627.4,16858.4,11.8,14.9,12.663889,11.1,4.7,2.9847221,1.2,2025,12,24,2,358,True,False,False,False
2025-12-25,100.0,95.902084,81.0,655.3,9608.1,16.1,14.3,11.849305,10.7,4.3,1.84375,0.1,2025,12,25,3,359,True,False,False,False
2025-12-26,93.6,85.428474,69.8,734.1,16038.9,0.0,14.8,12.176389,10.0,2.5,1.5118055,0.2,2025,12,26,4,360,True,False,False,False
2025-12-27,99.3,83.65972,64.6,668.1,18815.2,0.5,15.3,12.401389,9.4,3.7,2.351389,1.0,2025,12,27,5,361,True,False,False,False
2025-12-28,100.0,90.615974,74.7,571.0,13809.5,0.9,15.1,12.255555,9.7,2.7,1.3479167,0.0,2025,12,28,6,362,True,False,False,False
2025-12-29,91.4,77.1625,57.4,656.1,24008.2,0.0,16.4,11.958333,7.9,2.2,1.4479166,0.0,2025,12,29,0,363,True,False,False,False
2025-12-30,95.5,82.719444,64.9,650.6,23614.0,0.0,17.3,12.635417,9.4,2.2,1.40625,0.0,2025,12,30,1,364,True,False,False,False
2025-12-31,98.1,85.96736,73.3,667.5,19126.4,0.0,16.9,12.4375,9.3,2.6,1.3756944,0.3,2025,12,31,2,365,True,False,False,False
